client_name,report_uuid,registrant_name,filing_year,amount,bill_id,bill_chamber,bill_type,bill_number,congress_number,introduced_date
EXXON MOBIL CORPORATION,58620e13-6d1d-4ee4-b2af-3b41e0ffa003,EXXON MOBIL CORP,2021,1170000.00,hr1512-117,House of Representatives,hr,1512,117,2021-03-02
EXXON MOBIL CORPORATION,58620e13-6d1d-4ee4-b2af-3b41e0ffa003,EXXON MOBIL CORP,2021,1170000.00,hr1512-117,House of Representatives,hr,1512,117,2021-03-02
EXXON MOBIL CORPORATION,58620e13-6d1d-4ee4-b2af-3b41e0ffa003,EXXON MOBIL CORP,2021,1170000.00,hr1512-117,House of Representatives,hr,1512,117,2021-03-02
SHELL OIL COMPANY,59e7ff9c-e48d-406c-9309-bdcf5e3308ef,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1740000.00,hr1512-117,House of Representatives,hr,1512,117,2021-03-02
SHELL OIL COMPANY,59e7ff9c-e48d-406c-9309-bdcf5e3308ef,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1740000.00,hr1512-117,House of Representatives,hr,1512,117,2021-03-02
EXXON MOBIL CORPORATION,9b5effcd-984a-4f9d-b28d-ea623b41275d,EXXON MOBIL CORP,2021,1600000.00,hr1512-117,House of Representatives,hr,1512,117,2021-03-02
EXXON MOBIL CORPORATION,9b5effcd-984a-4f9d-b28d-ea623b41275d,EXXON MOBIL CORP,2021,1600000.00,hr1512-117,House of Representatives,hr,1512,117,2021-03-02
EXXON MOBIL CORPORATION,9b5effcd-984a-4f9d-b28d-ea623b41275d,EXXON MOBIL CORP,2021,1600000.00,hr1512-117,House of Representatives,hr,1512,117,2021-03-02
SHELL OIL COMPANY,a36f9f5b-659d-4cfa-9785-41bd7c7ab8f2,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1860000.00,hr1512-117,House of Representatives,hr,1512,117,2021-03-02
CONOCOPHILLIPS,d2002b91-8b4f-4114-b33b-19a5a73dc6f3,CONOCOPHILLIPS,2021,1359800.00,hr1512-117,House of Representatives,hr,1512,117,2021-03-02
CONOCOPHILLIPS,d2002b91-8b4f-4114-b33b-19a5a73dc6f3,CONOCOPHILLIPS,2021,1359800.00,hr1512-117,House of Representatives,hr,1512,117,2021-03-02
BP AMERICA,dedf1c1d-f7d8-47f2-a53f-13aae8564249,"BP AMERICA, INC",2021,1230000.00,hr1512-117,House of Representatives,hr,1512,117,2021-03-02
BP AMERICA,e8d52680-eeb1-4b4c-aaf1-6cad2a101b6a,"BP AMERICA, INC",2021,1230000.00,hr1512-117,House of Representatives,hr,1512,117,2021-03-02
CONOCOPHILLIPS,bbbc10ee-c6aa-49a7-a9fc-c76acdcd38d9,CONOCOPHILLIPS,2021,1690000.00,hr2393-117,House of Representatives,hr,2393,117,2021-04-08
CONOCOPHILLIPS,d2002b91-8b4f-4114-b33b-19a5a73dc6f3,CONOCOPHILLIPS,2021,1359800.00,hr692-117,House of Representatives,hr,692,117,2021-02-02
EXXON MOBIL CORPORATION,0ea6d0b9-138e-43fa-9ed4-5d1c2c859b56,EXXON MOBIL CORP,2021,1660000.00,s1034-117,Senate,s,1034,117,2021-03-25
SHELL OIL COMPANY,4cce61fe-033a-4466-8e75-3284100d846b,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1950000.00,s420-117,Senate,s,420,117,2021-02-24
SHELL OIL COMPANY,4de71549-01bf-4169-b2ed-2aa238682744,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1530000.00,s420-117,Senate,s,420,117,2021-02-24
SHELL OIL COMPANY,59e7ff9c-e48d-406c-9309-bdcf5e3308ef,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1740000.00,s420-117,Senate,s,420,117,2021-02-24
CONOCOPHILLIPS,d2002b91-8b4f-4114-b33b-19a5a73dc6f3,CONOCOPHILLIPS,2021,1359800.00,s563-117,Senate,s,563,117,2021-03-03
BP AMERICA,16dd6ab8-796d-4847-b15a-144b8eb428ac,"BP AMERICA, INC",2017,1260000.00,hjres36-115,House of Representatives,hjres,36,115,2017-01-30
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,hjres36-115,House of Representatives,hjres,36,115,2017-01-30
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,hjres36-115,House of Representatives,hjres,36,115,2017-01-30
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,hjres36-115,House of Representatives,hjres,36,115,2017-01-30
BP AMERICA,cbf13c44-6c5b-4771-abd7-e09c94e73651,"BP AMERICA, INC",2017,1720000.00,hjres36-115,House of Representatives,hjres,36,115,2017-01-30
EXXON MOBIL CORPORATION,ed320f63-8ba3-4ef7-9888-fef53b97a495,EXXON MOBIL CORP,2017,3440000.00,hjres36-115,House of Representatives,hjres,36,115,2017-01-30
EXXON MOBIL CORPORATION,ed320f63-8ba3-4ef7-9888-fef53b97a495,EXXON MOBIL CORP,2017,3440000.00,hjres38-115,House of Representatives,hjres,38,115,2017-01-30
SHELL OIL COMPANY,d4b3d909-2c00-46ae-bd7c-42c74df2a39a,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2340000.00,hr21-115,House of Representatives,hr,21,115,2017-01-03
SHELL OIL COMPANY,e253704d-ccc0-4961-b353-972819b15c87,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2550000.00,hr21-115,House of Representatives,hr,21,115,2017-01-03
SHELL OIL COMPANY,b54e63d1-a361-4ad6-a162-0eaa475fdd44,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2018,2000000.00,hr4770-115,House of Representatives,hr,4770,115,2018-01-11
SHELL OIL COMPANY,e39b999a-2529-445d-96fb-0fe69dae42a3,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,1910000.00,hr4770-115,House of Representatives,hr,4770,115,2018-01-11
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,hr601-115,House of Representatives,hr,601,115,2017-01-23
EXXON MOBIL CORPORATION,b3dcd4d5-fe95-4135-b5c6-4970408e6b41,EXXON MOBIL CORP,2017,2690000.00,hr601-115,House of Representatives,hr,601,115,2017-01-23
BP AMERICA,1a9f7197-a355-4e99-8dc7-f59d6c120d8a,"BP AMERICA, INC",2018,1260000.00,hr5347-115,House of Representatives,hr,5347,115,2018-03-20
BP AMERICA,649a48b8-f7e7-4c43-88a5-ae924f0f873f,"BP AMERICA, INC",2018,1220000.00,hr5347-115,House of Representatives,hr,5347,115,2018-03-20
BP AMERICA,757ea130-1f36-470e-9a1e-c2824029005f,"BP AMERICA, INC",2018,1630000.00,hr5347-115,House of Representatives,hr,5347,115,2018-03-20
BP AMERICA,b59f73a2-e2fe-42bc-a993-2076207a76cc,"BP AMERICA, INC",2018,1560000.00,hr5347-115,House of Representatives,hr,5347,115,2018-03-20
BP AMERICA,c683ca45-0d2a-493c-a44c-2c6c4fcf5e11,"BP AMERICA, INC",2018,1120000.00,hr5347-115,House of Representatives,hr,5347,115,2018-03-20
EXXON MOBIL CORPORATION,252a6bb2-da00-4580-b5c9-272f3d4f52fa,EXXON MOBIL CORP,2018,3140000.00,hr2010-115,House of Representatives,hr,2010,115,2017-04-06
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,hr2010-115,House of Representatives,hr,2010,115,2017-04-06
BP AMERICA,1a9f7197-a355-4e99-8dc7-f59d6c120d8a,"BP AMERICA, INC",2018,1260000.00,hr4884-115,House of Representatives,hr,4884,115,2018-01-25
BP AMERICA,649a48b8-f7e7-4c43-88a5-ae924f0f873f,"BP AMERICA, INC",2018,1220000.00,hr4884-115,House of Representatives,hr,4884,115,2018-01-25
BP AMERICA,757ea130-1f36-470e-9a1e-c2824029005f,"BP AMERICA, INC",2018,1630000.00,hr4884-115,House of Representatives,hr,4884,115,2018-01-25
BP AMERICA,b59f73a2-e2fe-42bc-a993-2076207a76cc,"BP AMERICA, INC",2018,1560000.00,hr4884-115,House of Representatives,hr,4884,115,2018-01-25
BP AMERICA,c683ca45-0d2a-493c-a44c-2c6c4fcf5e11,"BP AMERICA, INC",2018,1120000.00,hr4884-115,House of Representatives,hr,4884,115,2018-01-25
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,hr4884-115,House of Representatives,hr,4884,115,2018-01-25
EXXON MOBIL CORPORATION,252a6bb2-da00-4580-b5c9-272f3d4f52fa,EXXON MOBIL CORP,2018,3140000.00,hr4787-115,House of Representatives,hr,4787,115,2018-01-12
EXXON MOBIL CORPORATION,98c658d2-70d9-4f11-9f4c-401e0670ca8a,EXXON MOBIL CORP,2018,2730000.00,hr2-115,House of Representatives,hr,2,115,2018-04-12
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,hr2-115,House of Representatives,hr,2,115,2018-04-12
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,hr2-115,House of Representatives,hr,2,115,2018-04-12
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,s27-115,Senate,s,27,115,2017-01-04
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,s27-115,Senate,s,27,115,2017-01-04
EXXON MOBIL CORPORATION,ed320f63-8ba3-4ef7-9888-fef53b97a495,EXXON MOBIL CORP,2017,3440000.00,s27-115,Senate,s,27,115,2017-01-04
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,s569-115,Senate,s,569,115,2017-03-08
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,s569-115,Senate,s,569,115,2017-03-08
BP AMERICA,16dd6ab8-796d-4847-b15a-144b8eb428ac,"BP AMERICA, INC",2017,1260000.00,s74-115,Senate,s,74,115,2017-01-09
EXXON MOBIL CORPORATION,252a6bb2-da00-4580-b5c9-272f3d4f52fa,EXXON MOBIL CORP,2018,3140000.00,s74-115,Senate,s,74,115,2017-01-09
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,s74-115,Senate,s,74,115,2017-01-09
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,s74-115,Senate,s,74,115,2017-01-09
EXXON MOBIL CORPORATION,98c658d2-70d9-4f11-9f4c-401e0670ca8a,EXXON MOBIL CORP,2018,2730000.00,s74-115,Senate,s,74,115,2017-01-09
EXXON MOBIL CORPORATION,b3dcd4d5-fe95-4135-b5c6-4970408e6b41,EXXON MOBIL CORP,2017,2690000.00,s74-115,Senate,s,74,115,2017-01-09
SHELL OIL COMPANY,b54e63d1-a361-4ad6-a162-0eaa475fdd44,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2018,2000000.00,s74-115,Senate,s,74,115,2017-01-09
BP AMERICA,cbf13c44-6c5b-4771-abd7-e09c94e73651,"BP AMERICA, INC",2017,1720000.00,s74-115,Senate,s,74,115,2017-01-09
SHELL OIL COMPANY,d4b3d909-2c00-46ae-bd7c-42c74df2a39a,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2340000.00,s74-115,Senate,s,74,115,2017-01-09
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,s74-115,Senate,s,74,115,2017-01-09
SHELL OIL COMPANY,e253704d-ccc0-4961-b353-972819b15c87,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2550000.00,s74-115,Senate,s,74,115,2017-01-09
SHELL OIL COMPANY,e39b999a-2529-445d-96fb-0fe69dae42a3,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,1910000.00,s74-115,Senate,s,74,115,2017-01-09
EXXON MOBIL CORPORATION,ed320f63-8ba3-4ef7-9888-fef53b97a495,EXXON MOBIL CORP,2017,3440000.00,s74-115,Senate,s,74,115,2017-01-09
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,s74-115,Senate,s,74,115,2017-01-09
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,s316-115,Senate,s,316,115,2017-02-06
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,s316-115,Senate,s,316,115,2017-02-06
EXXON MOBIL CORPORATION,b3dcd4d5-fe95-4135-b5c6-4970408e6b41,EXXON MOBIL CORP,2017,2690000.00,s316-115,Senate,s,316,115,2017-02-06
EXXON MOBIL CORPORATION,ed320f63-8ba3-4ef7-9888-fef53b97a495,EXXON MOBIL CORP,2017,3440000.00,s316-115,Senate,s,316,115,2017-02-06
BP AMERICA,26a0abdb-ddbc-4ef8-9374-e9a5c6137ab2,"BP AMERICA, INC",2019,1180000.00,hr3409-116,House of Representatives,hr,3409,116,2019-06-21
BP AMERICA,2b9c2b5c-e866-4b89-a768-a9c600284382,"BP AMERICA, INC",2020,1340000.00,hr3409-116,House of Representatives,hr,3409,116,2019-06-21
BP AMERICA,3f7efd8c-80bb-46e7-9529-7aacad7bc297,"BP AMERICA, INC",2020,1040000.00,hr3409-116,House of Representatives,hr,3409,116,2019-06-21
BP AMERICA,40665a8c-f9c3-4f52-82ae-d14b57b23014,"BP AMERICA, INC",2019,1500000.00,hr3409-116,House of Representatives,hr,3409,116,2019-06-21
SHELL OIL COMPANY,772ac01b-3530-486b-a179-a3c905a7cd6e,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1690000.00,hr3409-116,House of Representatives,hr,3409,116,2019-06-21
SHELL OIL COMPANY,9ed3039c-2478-4f61-ae73-2e43a1dc071e,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1870000.00,hr3409-116,House of Representatives,hr,3409,116,2019-06-21
SHELL OIL COMPANY,c5ebfefc-2586-4fe6-a95c-844d8e968b50,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1630000.00,hr3409-116,House of Representatives,hr,3409,116,2019-06-21
SHELL OIL COMPANY,d73e0c30-353b-4905-9c50-66d005425bba,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2019,2160000.00,hr3409-116,House of Representatives,hr,3409,116,2019-06-21
SHELL OIL COMPANY,eb0cda2d-46ef-4c45-bafb-c0ce12dd87e0,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1960000.00,hr3409-116,House of Representatives,hr,3409,116,2019-06-21
BP AMERICA,f774b270-c18c-4870-9131-2989049e203c,"BP AMERICA, INC",2019,1390000.00,hr3409-116,House of Representatives,hr,3409,116,2019-06-21
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,hr5430-116,House of Representatives,hr,5430,116,2019-12-13
EXXON MOBIL CORPORATION,86cb5d91-625d-4bc2-b4e8-dc5153da202c,EXXON MOBIL CORP,2020,2670000.00,hr5430-116,House of Representatives,hr,5430,116,2019-12-13
PHILLIPS 66,f3fe5c00-a326-4679-ad53-e7bc2b25a3b4,PHILLIPS 66,2020,1380000.00,hr5430-116,House of Representatives,hr,5430,116,2019-12-13
EXXON MOBIL CORPORATION,5e160087-52fc-4092-a56b-660f454f4e41,EXXON MOBIL CORP,2020,2120000.00,hr4447-116,House of Representatives,hr,4447,116,2019-09-20
EXXON MOBIL CORPORATION,38bc853f-544d-48f4-b699-a2c082f80db5,EXXON MOBIL CORP,2020,1760000.00,hr7010-116,House of Representatives,hr,7010,116,2020-05-26
EXXON MOBIL CORPORATION,5e160087-52fc-4092-a56b-660f454f4e41,EXXON MOBIL CORP,2020,2120000.00,hr7010-116,House of Representatives,hr,7010,116,2020-05-26
EXXON MOBIL CORPORATION,c4494ec2-8cd2-4bab-8fe3-0fce17d6a500,EXXON MOBIL CORP,2020,1760000.00,hr7010-116,House of Representatives,hr,7010,116,2020-05-26
EXXON MOBIL CORPORATION,d84fee80-4fd6-476f-a362-2b455ce45a0a,EXXON MOBIL CORP,2019,1940000.00,hr3301-116,House of Representatives,hr,3301,116,2019-06-18
PHILLIPS 66,f3fe5c00-a326-4679-ad53-e7bc2b25a3b4,PHILLIPS 66,2020,1380000.00,hr3301-116,House of Representatives,hr,3301,116,2019-06-18
EXXON MOBIL CORPORATION,d84fee80-4fd6-476f-a362-2b455ce45a0a,EXXON MOBIL CORP,2019,1940000.00,hr4230-116,House of Representatives,hr,4230,116,2019-09-06
PHILLIPS 66,dd3bd094-8f19-403c-954a-1b47776cd3ed,PHILLIPS 66,2019,1010000.00,hr2042-116,House of Representatives,hr,2042,116,2019-04-02
PHILLIPS 66,f3fe5c00-a326-4679-ad53-e7bc2b25a3b4,PHILLIPS 66,2020,1380000.00,hr2042-116,House of Representatives,hr,2042,116,2019-04-02
BP AMERICA,26a0abdb-ddbc-4ef8-9374-e9a5c6137ab2,"BP AMERICA, INC",2019,1180000.00,hr1813-116,House of Representatives,hr,1813,116,2019-03-18
BP AMERICA,2b9c2b5c-e866-4b89-a768-a9c600284382,"BP AMERICA, INC",2020,1340000.00,hr1813-116,House of Representatives,hr,1813,116,2019-03-18
BP AMERICA,40665a8c-f9c3-4f52-82ae-d14b57b23014,"BP AMERICA, INC",2019,1500000.00,hr1813-116,House of Representatives,hr,1813,116,2019-03-18
BP AMERICA,b51b5105-6753-4025-b22a-4643f2b94226,"BP AMERICA, INC",2019,1230000.00,hr1813-116,House of Representatives,hr,1813,116,2019-03-18
BP AMERICA,c80958b8-cfb7-4c7c-abbd-d3ff0c022daf,"BP AMERICA, INC",2019,1470000.00,hr1813-116,House of Representatives,hr,1813,116,2019-03-18
BP AMERICA,f507946c-c953-4afd-92e3-40468e9fd6b9,"BP AMERICA, INC",2019,1260000.00,hr1813-116,House of Representatives,hr,1813,116,2019-03-18
BP AMERICA,f774b270-c18c-4870-9131-2989049e203c,"BP AMERICA, INC",2019,1390000.00,hr1813-116,House of Representatives,hr,1813,116,2019-03-18
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,hr1158-116,House of Representatives,hr,1158,116,2019-02-13
SHELL OIL COMPANY,eb0cda2d-46ef-4c45-bafb-c0ce12dd87e0,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1960000.00,hr7612-116,House of Representatives,hr,7612,116,2020-07-14
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,s2470-116,Senate,s,2470,116,2019-09-12
EXXON MOBIL CORPORATION,d84fee80-4fd6-476f-a362-2b455ce45a0a,EXXON MOBIL CORP,2019,1940000.00,s2470-116,Senate,s,2470,116,2019-09-12
EXXON MOBIL CORPORATION,1bbe18fa-5c03-4560-8277-29bf625f4a49,EXXON MOBIL CORP,2020,2140000.00,s3263-116,Senate,s,3263,116,2020-02-11
EXXON MOBIL CORPORATION,38bc853f-544d-48f4-b699-a2c082f80db5,EXXON MOBIL CORP,2020,1760000.00,s3263-116,Senate,s,3263,116,2020-02-11
EXXON MOBIL CORPORATION,5e160087-52fc-4092-a56b-660f454f4e41,EXXON MOBIL CORP,2020,2120000.00,s3263-116,Senate,s,3263,116,2020-02-11
EXXON MOBIL CORPORATION,86cb5d91-625d-4bc2-b4e8-dc5153da202c,EXXON MOBIL CORP,2020,2670000.00,s3263-116,Senate,s,3263,116,2020-02-11
EXXON MOBIL CORPORATION,c4494ec2-8cd2-4bab-8fe3-0fce17d6a500,EXXON MOBIL CORP,2020,1760000.00,s3263-116,Senate,s,3263,116,2020-02-11
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,s2644-116,Senate,s,2644,116,2019-10-17
EXXON MOBIL CORPORATION,1bbe18fa-5c03-4560-8277-29bf625f4a49,EXXON MOBIL CORP,2020,2140000.00,s2299-116,Senate,s,2299,116,2019-07-25
EXXON MOBIL CORPORATION,38bc853f-544d-48f4-b699-a2c082f80db5,EXXON MOBIL CORP,2020,1760000.00,s2299-116,Senate,s,2299,116,2019-07-25
EXXON MOBIL CORPORATION,5e160087-52fc-4092-a56b-660f454f4e41,EXXON MOBIL CORP,2020,2120000.00,s2299-116,Senate,s,2299,116,2019-07-25
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,s2299-116,Senate,s,2299,116,2019-07-25
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,s2299-116,Senate,s,2299,116,2019-07-25
SHELL OIL COMPANY,772ac01b-3530-486b-a179-a3c905a7cd6e,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1690000.00,s2299-116,Senate,s,2299,116,2019-07-25
EXXON MOBIL CORPORATION,86cb5d91-625d-4bc2-b4e8-dc5153da202c,EXXON MOBIL CORP,2020,2670000.00,s2299-116,Senate,s,2299,116,2019-07-25
SHELL OIL COMPANY,9ed3039c-2478-4f61-ae73-2e43a1dc071e,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1870000.00,s2299-116,Senate,s,2299,116,2019-07-25
BP AMERICA,b51b5105-6753-4025-b22a-4643f2b94226,"BP AMERICA, INC",2019,1230000.00,s2299-116,Senate,s,2299,116,2019-07-25
EXXON MOBIL CORPORATION,c4494ec2-8cd2-4bab-8fe3-0fce17d6a500,EXXON MOBIL CORP,2020,1760000.00,s2299-116,Senate,s,2299,116,2019-07-25
SHELL OIL COMPANY,c5ebfefc-2586-4fe6-a95c-844d8e968b50,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1630000.00,s2299-116,Senate,s,2299,116,2019-07-25
SHELL OIL COMPANY,d73e0c30-353b-4905-9c50-66d005425bba,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2019,2160000.00,s2299-116,Senate,s,2299,116,2019-07-25
EXXON MOBIL CORPORATION,d84fee80-4fd6-476f-a362-2b455ce45a0a,EXXON MOBIL CORP,2019,1940000.00,s2299-116,Senate,s,2299,116,2019-07-25
EXXON MOBIL CORPORATION,d84fee80-4fd6-476f-a362-2b455ce45a0a,EXXON MOBIL CORP,2019,1940000.00,s2299-116,Senate,s,2299,116,2019-07-25
SHELL OIL COMPANY,eb0cda2d-46ef-4c45-bafb-c0ce12dd87e0,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1960000.00,s2299-116,Senate,s,2299,116,2019-07-25
PHILLIPS 66,f3fe5c00-a326-4679-ad53-e7bc2b25a3b4,PHILLIPS 66,2020,1380000.00,s2299-116,Senate,s,2299,116,2019-07-25
BP AMERICA,f507946c-c953-4afd-92e3-40468e9fd6b9,"BP AMERICA, INC",2019,1260000.00,s2299-116,Senate,s,2299,116,2019-07-25
PHILLIPS 66,f3fe5c00-a326-4679-ad53-e7bc2b25a3b4,PHILLIPS 66,2020,1380000.00,s3045-116,Senate,s,3045,116,2019-12-12
EXXON MOBIL CORPORATION,54b4c63f-3313-433e-b046-7615ebb240be,EXXON MOBIL CORP,2019,2710000.00,s1-116,Senate,s,1,116,2019-01-03
PHILLIPS 66,9f99b9ac-77bb-4ec8-81f6-d0879cfe7021,PHILLIPS 66,2021,1010000.00,hr133-117,House of Representatives,hr,133,117,2021-01-04
SHELL OIL COMPANY,59e7ff9c-e48d-406c-9309-bdcf5e3308ef,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1740000.00,hr3039-117,House of Representatives,hr,3039,117,2021-05-07
PHILLIPS 66,9f99b9ac-77bb-4ec8-81f6-d0879cfe7021,PHILLIPS 66,2021,1010000.00,hr748-117,House of Representatives,hr,748,117,2021-02-03
EXXON MOBIL CORPORATION,58620e13-6d1d-4ee4-b2af-3b41e0ffa003,EXXON MOBIL CORP,2021,1170000.00,hr3538-117,House of Representatives,hr,3538,117,2021-05-25
SHELL OIL COMPANY,59e7ff9c-e48d-406c-9309-bdcf5e3308ef,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1740000.00,s1251-117,Senate,s,1251,117,2021-04-20
BP AMERICA,dedf1c1d-f7d8-47f2-a53f-13aae8564249,"BP AMERICA, INC",2021,1230000.00,s1251-117,Senate,s,1251,117,2021-04-20
BP AMERICA,e8d52680-eeb1-4b4c-aaf1-6cad2a101b6a,"BP AMERICA, INC",2021,1230000.00,s1251-117,Senate,s,1251,117,2021-04-20
EXXON MOBIL CORPORATION,0ea6d0b9-138e-43fa-9ed4-5d1c2c859b56,EXXON MOBIL CORP,2021,1660000.00,s2118-117,Senate,s,2118,117,2021-06-17
EXXON MOBIL CORPORATION,58620e13-6d1d-4ee4-b2af-3b41e0ffa003,EXXON MOBIL CORP,2021,1170000.00,s2118-117,Senate,s,2118,117,2021-06-17
EXXON MOBIL CORPORATION,0ea6d0b9-138e-43fa-9ed4-5d1c2c859b56,EXXON MOBIL CORP,2021,1660000.00,s986-117,Senate,s,986,117,2021-03-25
EXXON MOBIL CORPORATION,58620e13-6d1d-4ee4-b2af-3b41e0ffa003,EXXON MOBIL CORP,2021,1170000.00,s986-117,Senate,s,986,117,2021-03-25
EXXON MOBIL CORPORATION,58620e13-6d1d-4ee4-b2af-3b41e0ffa003,EXXON MOBIL CORP,2021,1170000.00,s986-117,Senate,s,986,117,2021-03-25
SHELL OIL COMPANY,59e7ff9c-e48d-406c-9309-bdcf5e3308ef,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1740000.00,s986-117,Senate,s,986,117,2021-03-25
BP AMERICA,dedf1c1d-f7d8-47f2-a53f-13aae8564249,"BP AMERICA, INC",2021,1230000.00,s986-117,Senate,s,986,117,2021-03-25
BP AMERICA,e8d52680-eeb1-4b4c-aaf1-6cad2a101b6a,"BP AMERICA, INC",2021,1230000.00,s986-117,Senate,s,986,117,2021-03-25
EXXON MOBIL CORPORATION,0ea6d0b9-138e-43fa-9ed4-5d1c2c859b56,EXXON MOBIL CORP,2021,1660000.00,s2645-117,Senate,s,2645,117,2021-08-05
BP AMERICA,dedf1c1d-f7d8-47f2-a53f-13aae8564249,"BP AMERICA, INC",2021,1230000.00,s1017-117,Senate,s,1017,117,2021-03-25
BP AMERICA,e8d52680-eeb1-4b4c-aaf1-6cad2a101b6a,"BP AMERICA, INC",2021,1230000.00,s1017-117,Senate,s,1017,117,2021-03-25
BP AMERICA,dedf1c1d-f7d8-47f2-a53f-13aae8564249,"BP AMERICA, INC",2021,1230000.00,s645-117,Senate,s,645,117,2021-03-09
BP AMERICA,e8d52680-eeb1-4b4c-aaf1-6cad2a101b6a,"BP AMERICA, INC",2021,1230000.00,s645-117,Senate,s,645,117,2021-03-09
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,hjres41-115,House of Representatives,hjres,41,115,2017-01-30
